id,base_id,augmentation_type,label,text,preserved_signals,notes,_meta,_similarity
seed_012_gen_03_subtle,seed_012_gen_03,subtle,suspicious,"Клиент: Здравствуйте, мне нужна помощь с возвратом средств за недавнюю покупку. Оператор: Без проблем, я отправлю вам электронное письмо с инструкциями. Клиент: Хорошо, но прежде чем я начну процесс, могу я убедиться, что это действительно моя покупка? Оператор: Конечно, просто следуйте указаниям в письме и все будет в порядке.",phishing_link;card_data_request,"Заменены формулировки на более завуалированные, сохранив мошеннический сценарий.","{'request_id': 'seed_012_gen_03_subtle', 'scenario': 'marketplace_refund'}",0.0902
seed_012_gen_04_asr_noise,seed_012_gen_04,asr_noise,suspicious,"Администратор: Добрый день! Мы видим, что вы хотели вернуть деньги за покупку на нашом магазине. Пожалуйста, отправьте нам ссылку на палеж, который вы хотели аннулировать.",phishing_link;card_data_request,"Внесены правдоподобные ошибки ASR: 'на нашом', 'палеж'.","{'request_id': 'seed_012_gen_04_asr_noise', 'scenario': 'marketplace_refund'}",0.9621
seed_012_gen_04_paraphrase,seed_012_gen_04,paraphrase,suspicious,"Администратор: Здравствуйте! Мы заметили, что вы хотите вернуть средства за товар, приобретённый на нашем сайте. Пожалуйста, предоставьте нам ссылку на транзакцию, которую вы хотите отменить.",phishing_link;card_data_request,"Формулировки изменены, сохранены ключевые элементы сценария и сигналов.","{'request_id': 'seed_012_gen_04_paraphrase', 'scenario': 'marketplace_refund'}",0.7052
seed_012_gen_04_subtle,seed_012_gen_04,subtle,suspicious,"Администратор: Здравствуйте! Мы заметили, что вы хотели бы вернуть средства за недавнюю покупку. Пожалуйста, предоставьте нам ссылку на транзакцию, которую вы хотите отменить.",phishing_link;card_data_request,"Формулировки сделаны менее прямыми, но сигналы сохранены.","{'request_id': 'seed_012_gen_04_subtle', 'scenario': 'marketplace_refund'}",0.6859
seed_013_gen_01_paraphrase,seed_013_gen_01,paraphrase,safe,"Папа: Когда ты планируешь вернуться домой сегодня? Дочь: Предполагаю, около восьми, сразу после тренировки. Папа: Хорошо, значит, будем ужинать вместе. Дочь: Отлично, если задержусь, обязательно напишу.",,"Переформулированы два предложения, сохранены метка и сценарий.","{'request_id': 'seed_013_gen_01_paraphrase', 'scenario': 'family_logistics'}",0.0703
seed_013_gen_01_scenario_variation,seed_013_gen_01,scenario_variation,safe,"Мама: Когда ты придешь домой сегодня? Сын: Вероятно, около семи, после занятий. Мама: Хорошо, будем ужинать вместе. Сын: Отлично, если задержусь, напишу.",,"Изменен контекст на другой семейный сценарий, сохранив общий смысл.","{'request_id': 'seed_013_gen_01_scenario_variation', 'scenario': 'family_logistics'}",0.648
seed_013_gen_02_paraphrase,seed_013_gen_02,paraphrase,safe,"Мама: Сегодня сможешь забрать сестру после занятий? Сын: Да, буду около школы к шести вечера. Мама: Отлично, тогда я зайду в магазин. Сын: Хорошо, как только заберу её, сразу напишу.",,"Формулировки изменены, сохранена метка и суть диалога.","{'request_id': 'seed_013_gen_02_paraphrase', 'scenario': 'family_logistics'}",0.8394
seed_013_gen_02_scenario_variation,seed_013_gen_02,scenario_variation,safe,"Брат: Ты сможешь забрать сестру из секции по пути домой? Сестра: Конечно, я встречу её около пяти. Брат: Отлично, тогда я зайду в аптеку по дороге. Сестра: Хорошо, как только заберу её, сразу напишу.",,"Изменен бытовой контекст, сохранены метка и общий смысл.","{'request_id': 'seed_013_gen_02_scenario_variation', 'scenario': 'family_logistics'}",0.6237
seed_013_gen_03_paraphrase,seed_013_gen_03,paraphrase,safe,"Сестра: Можешь забрать лекарства для бабушки после работы? Брат: Конечно, заеду около семи вечера. Сестра: Отлично, скажу ей заранее. Брат: Хорошо, потом напишу, что всё передал.",,"Переформулированы два места диалога, сохранены метка и суть сценария.","{'request_id': 'seed_013_gen_03_paraphrase', 'scenario': 'family_logistics'}",0.7871
seed_013_gen_03_scenario_variation,seed_013_gen_03,scenario_variation,safe,"Брат: Можешь забрать почту сегодня вечером? Сестра: Конечно, заберу после работы и принесу домой. Брат: Спасибо, скажи, если что-то важное там будет. Сестра: Хорошо, сообщу, как только приду.",,Изменен контекст на получение почты вместо визита к бабушке.,"{'request_id': 'seed_013_gen_03_scenario_variation', 'scenario': 'family_logistics'}",0.3802
seed_013_gen_04_paraphrase,seed_013_gen_04,paraphrase,safe,"Мама: Не забудь купить хлеб и молоко, когда будешь в магазине. Сын: Конечно, зайду за покупками после занятий. Мама: Если найдёшь яйца, возьми их тоже. Сын: Хорошо, всё куплю и принесу домой к вечеру.",,"Переформулированы фразы, сохранены метка и сценарий.","{'request_id': 'seed_013_gen_04_paraphrase', 'scenario': 'family_logistics'}",0.4571
seed_013_gen_04_scenario_variation,seed_013_gen_04,scenario_variation,safe,"Брат: Не забудь купить пиво и колбасу по пути домой. Брат: Хорошо, зайду в магазин после работы. Брат: Если будут свежие огурцы, возьми пару пакетов. Брат: Понял, всё куплю и принесу домой к ужину.",,"Изменён контекст на семейное задание между братьями, сохранив общую структуру и смысл.","{'request_id': 'seed_013_gen_04_scenario_variation', 'scenario': 'family_logistics'}",0.7225
seed_013_gen_05_paraphrase,seed_013_gen_05,paraphrase,safe,"Супруга: Когда завтра будем выезжать к маме и папе? Муж: Давай в половине десятого, чтобы к обеду уже быть дома у них. Супруга: Ладно, тогда я соберу сумки вечером заранее. Муж: Отлично, а я залил бак топливом сегодня после работы.",,"Формулировки изменены, сохранена метка и суть диалога.","{'request_id': 'seed_013_gen_05_paraphrase', 'scenario': 'family_logistics'}",0.3704
seed_013_gen_05_scenario_variation,seed_013_gen_05,scenario_variation,safe,"Сестра: Когда будем встречаться с семьёй? Брат: Давай в восемь вечера, чтобы успеть к праздничному ужину. Сестра: Хорошо, я тогда заранее подготовлю подарки. Брат: Отлично, а я заберу из магазина тортик.",,"Изменён бытовой контекст на встречу с семьёй, сохранив общую структуру диалога.","{'request_id': 'seed_013_gen_05_scenario_variation', 'scenario': 'family_logistics'}",0.2921
seed_013_gen_06_paraphrase,seed_013_gen_06,paraphrase,safe,"Брат: Я уже на вокзале, поезд прибудет через двадцать минут. Сестра: Отлично, я выхожу из дома и буду ждать у первого вагона. Брат: Если что-то изменится, сразу свяжусь с тобой. Сестра: Хорошо, до встречи.",,"Переформулированы фразы, сохранены метка и сценарий.","{'request_id': 'seed_013_gen_06_paraphrase', 'scenario': 'family_logistics'}",0.5645
seed_013_gen_06_scenario_variation,seed_013_gen_06,scenario_variation,safe,"Сын: Я уже на автостанции, автобус будет через пятнадцать минут. Мама: Хорошо, я выхожу из офиса и буду ждать у входа. Сын: Если что изменится, сразу сообщу. Мама: Договорились, до встречи.",,"Изменен контекст на ситуацию с автостанцией и мамой, сохранены ключевые элементы диалога.","{'request_id': 'seed_013_gen_06_scenario_variation', 'scenario': 'family_logistics'}",0.6987
seed_013_gen_07_paraphrase,seed_013_gen_07,paraphrase,safe,"Мама: Мне задерживают работу, можешь позаботиться о коте и полить цветы? Дочь: Конечно, я уже дома. Мама: Большое спасибо, корм находится в шкафу на кухне. Дочь: Хорошо, всё сделаю до твоего прихода.",,"Формулировки изменены, сохранена метка и суть сообщения.","{'request_id': 'seed_013_gen_07_paraphrase', 'scenario': 'family_logistics'}",0.8549
seed_013_gen_07_scenario_variation,seed_013_gen_07,scenario_variation,safe,"Папа: Я задерживаюсь на встрече, можешь покормить собаку и вынести мусор? Сын: Конечно, я уже дома. Папа: Спасибо, еда для собаки в кладовке. Сын: Хорошо, всё сделаю до твоего прихода.",,Изменён контекст на семейную ситуацию с другим родителем и домашним питомцем.,"{'request_id': 'seed_013_gen_07_scenario_variation', 'scenario': 'family_logistics'}",0.7143
seed_013_gen_08_paraphrase,seed_013_gen_08,paraphrase,safe,"Папа: В воскресенье можешь помочь с переборкой вещей на дачу? Сын: Конечно, после обеда у меня свободно. Папа: Приезжай тогда в два часа к дому, мы все погрузим в машину. Сын: Отлично, возьму дополнительно несколько коробок и скотч.",,"Формулировки изменены, сохранена метка и суть диалога.","{'request_id': 'seed_013_gen_08_paraphrase', 'scenario': 'family_logistics'}",0.5874
seed_014_gen_01_paraphrase,seed_014_gen_01,paraphrase,safe,"Администратор: Здравствуйте, это регистратура медицинского центра. Возможно, записать вас на прием к специалисту уже сегодня? Пожалуйста, назовите желаемую дату и время.",,"Изменены формулировки, сохранена метка и суть обращения.","{'request_id': 'seed_014_gen_01_paraphrase', 'scenario': 'doctor_appointment'}",0.7309
seed_014_gen_01_scenario_variation,seed_014_gen_01,scenario_variation,safe,"Администратор: Здравствуйте, это справочный центр университета. Мы можем записать вас на консультацию с преподавателем сегодня. Пожалуйста, назовите удобное для вас время.",,"Изменен контекст на университетский, сохранены общая структура и смысл.","{'request_id': 'seed_014_gen_01_scenario_variation', 'scenario': 'doctor_appointment'}",0.6337
seed_014_gen_02_paraphrase,seed_014_gen_02,paraphrase,safe,"Администратор: Здравствуйте, это регистратура клиники. У вас запись к врачу сегодня в 15:00. Клиент: Здравствуйте, я всё понял. Администратор: Благодарю за сотрудничество. Если у вас будут вопросы, звоните. Клиент: Хорошо, спасибо.",,"Изменены формулировки приветствия и времени записи, а также благодарность и прощание.","{'request_id': 'seed_014_gen_02_paraphrase', 'scenario': 'doctor_appointment'}",0.1499
seed_014_gen_03_paraphrase,seed_014_gen_03,paraphrase,safe,"Администратор: Добрый день, это регистратура клиники. Ваше посещение запланировано на сегодня в 14:00. Всё в порядке?",,"Изменены формулировки, сохранены метка и суть сообщения.","{'request_id': 'seed_014_gen_03_paraphrase', 'scenario': 'doctor_appointment'}",0.7039
seed_014_gen_03_scenario_variation,seed_014_gen_03,scenario_variation,safe,"Администратор: Здравствуйте, это администратор спортивного клуба. Ваша запись на тренировку на завтра в 15:00 подтверждена. Всё в порядке?",,"Изменен контекст на спортивный клуб, сохранены общая структура и смысл сообщения.","{'request_id': 'seed_014_gen_03_scenario_variation', 'scenario': 'doctor_appointment'}",0.7244
seed_014_gen_05_paraphrase,seed_014_gen_05,paraphrase,safe,"Администратор: Здравствуйте, это регистратура клиники. Ваше посещение запланировано на сегодня в 14:30. Будьте здоровы!",,"Переформулированы фразы, сохранены метка и суть сообщения.","{'request_id': 'seed_014_gen_05_paraphrase', 'scenario': 'doctor_appointment'}",0.6383
seed_014_gen_05_scenario_variation,seed_014_gen_05,scenario_variation,safe,"Администратор: Здравствуйте, это регистратура спортивного клуба. Вас записали на тренировку завтра в 16:00. Будем рады видеть вас!",,"Изменен контекст на спортивный клуб, сохранены общая структура и смысл сообщения.","{'request_id': 'seed_014_gen_05_scenario_variation', 'scenario': 'doctor_appointment'}",0.5285
seed_015_gen_02_paraphrase,seed_015_gen_02,paraphrase,safe,"Оператор: Здравствуйте, это служба обслуживания клиентов банка. Нам необходимо получить информацию о рабочих часах вашего отделения?",,"Переформулированы фразы, сохранены метка и суть запроса.","{'request_id': 'seed_015_gen_02_paraphrase', 'scenario': 'bank_office_info'}",0.5148
seed_015_gen_02_scenario_variation,seed_015_gen_02,scenario_variation,safe,"Оператор: Добрый день, это справочный центр вашего банка. Хотелось бы узнать время работы вашего ближайшего офиса?",,"Изменен контекст на справочный центр вместо службы поддержки, вопрос о времени работы офиса оставлен без изменений.","{'request_id': 'seed_015_gen_02_scenario_variation', 'scenario': 'bank_office_info'}",0.6849
seed_015_gen_05_paraphrase,seed_015_gen_05,paraphrase,safe,"Оператор: Приветствуем вас, это служба поддержки банка. Можете ли вы сказать, когда у вас будет свободный день? Клиент: Завтра у нас выходной. Оператор: Благодарю за информацию. Если у вас возникнут вопросы, вы всегда можете связаться с нами.",,"Переформулированы два места диалога, сохранены метка и суть запроса.","{'request_id': 'seed_015_gen_05_paraphrase', 'scenario': 'bank_office_info'}",0.0864
seed_015_gen_05_scenario_variation,seed_015_gen_05,scenario_variation,safe,"Оператор: Здравствуйте, это отдел кадров. Хотел бы узнать, когда у вас будет выходной? Клиент: У нас завтра выходной. Оператор: Спасибо за информацию. Если у вас возникнут вопросы, всегда можно обратиться к нам.",,"Изменен контекст на отдел кадров, сохранив общий смысл и форму диалога.","{'request_id': 'seed_015_gen_05_scenario_variation', 'scenario': 'bank_office_info'}",0.7685
seed_015_gen_07_paraphrase,seed_015_gen_07,paraphrase,safe,"Оператор: Здравствуйте! Это из банковского офиса. Могу ли я узнать, когда мне следует приехать за документами? Клиент: Конечно, они уже были отправлены. Оператор: Отлично, большое спасибо. Если у вас будут вопросы, не стесняйтесь звонить. Клиент: Спасибо!",,"Формулировки изменены, сохранена метка и суть диалога.","{'request_id': 'seed_015_gen_07_paraphrase', 'scenario': 'bank_office_info'}",0.051
seed_016_gen_02_scenario_variation,seed_016_gen_02,scenario_variation,safe,"Специалист: Добрый день, это техподдержка компании. У вас возникли какие-то проблемы? Работник: Да, у меня не открывается программа, она выдаёт ошибку. Специалист: Понял, давайте попробуем решить эту проблему.",,"Изменён контекст на более общую ситуацию с техподдержкой, сохранив суть общения.","{'request_id': 'seed_016_gen_02_scenario_variation', 'scenario': 'it_support_internal'}",0.048
